feature,importance,source
conf_b_median,0.0010066283788213069,random_forest
conf_b_p25,0.0010019395012012846,random_forest
flow_mag_accel_jerk_auc,0.0009995923615708413,random_forest
flow_mag_mid_mean,0.0009984411377190548,random_forest
flow_mag_max_first,0.0009949043348223214,random_forest
det_dy_slope_first_last,0.0009913229080910793,random_forest
det_speed_std,0.0009899125727700726,random_forest
flow_dy_accel_range,0.000989370389788579,random_forest
det_vy_accel_delta,0.0009826834872744953,random_forest
det_speed_last,0.0009822141848009937,random_forest
flow_dy_accel_jerk_mean,0.0009817057760310019,random_forest
flow_dy_mean_per_sec_abs_mean,0.0009676713096569417,random_forest
det_vy_accel_abs_max,0.0009619066777827221,random_forest
det_vy_accel_std,0.0009550253504807951,random_forest
flow_mag_median_range,0.0009546797480669343,random_forest
flow_mag_std_abs_max,0.0009528574947491351,random_forest
flow_dy_accel_p25,0.000948019070723314,random_forest
conf_a_auc,0.0009479006218432654,random_forest
flow_dy_accel_jerk_signed_auc,0.0009443633821839671,random_forest
det_vx_norm_per_sec_first,0.0009420507703459721,random_forest
flow_mag_mean_last,0.000941123403604749,random_forest
det_dx_median,0.0009363268975445857,random_forest
roi_area_median,0.0009298516313463797,random_forest
roi_width_mean,0.0009269232999906034,random_forest
det_vx_norm_per_sec_p75,0.0009230506960194498,random_forest
flow_mag_max_peak_to_mean,0.0009213050768928322,random_forest
flow_dy_accel_jerk_p75,0.0009199644416991008,random_forest
roi_aspect_first,0.0009191001924427901,random_forest
flow_dx_mean_per_sec_energy,0.0009158918893945597,random_forest
flow_mag_max_energy,0.0009120846663666785,random_forest
det_dx_delta,0.0009078574961856008,random_forest
flow_mag_std_max,0.0009030247195183443,random_forest
det_dx_p75,0.0008958407350093942,random_forest
det_vy_norm_per_sec_abs_mean,0.0008939058394699728,random_forest
flow_dy_accel_time_to_abs_peak,0.0008934081168957947,random_forest
flow_dx_norm_per_sec_range,0.0008914109089369538,random_forest
flow_dx_mean_per_sec_slope_first_last,0.000889000804811024,random_forest
flow_mag_max_range,0.00088889336431252,random_forest
flow_mag_accel_abs_mean,0.0008838763052840239,random_forest
flow_dx_norm_per_sec_p90,0.0008738269095058366,random_forest
det_vy_accel_jerk_mean,0.0008713007156703357,random_forest
conf_b_p75,0.0008671779387179771,random_forest
det_vertical_horizontal_ratio,0.0008654088436395125,random_forest
conf_a_time_to_abs_peak,0.0008630994420140735,random_forest
roi_height_max,0.0008629516827399484,random_forest
flow_mag_norm_per_sec_abs_max,0.000861868617985643,random_forest
flow_dy_accel_max,0.0008613304666189555,random_forest
roi_area_std,0.0008603906788555984,random_forest
flow_dx_norm_per_sec_last,0.0008595516261823835,random_forest
roi_width_p75,0.0008569622171626744,random_forest
