feature,importance,source
flow_dx_mean_per_sec_signed_auc,0.0011607017612462473,extra_trees
flow_dx_norm_per_sec_median,0.0011606888627800121,extra_trees
flow_mag_mean_min,0.001158170621074375,extra_trees
flow_mag_std_signed_auc,0.0011557974515283567,extra_trees
flow_dy_accel_time_to_abs_peak,0.0011545217459131643,extra_trees
roi_height_std,0.001147642691115039,extra_trees
flow_dy_accel_p75,0.001147546923133266,extra_trees
flow_mag_median_last,0.0011458153393341405,extra_trees
roi_aspect_abs_max,0.0011452405028089818,extra_trees
flow_dx_mean_per_sec_p75,0.0011436779067506234,extra_trees
conf_b_min,0.001140099954393126,extra_trees
conf_b_p75,0.0011392739454670747,extra_trees
roi_width_mean,0.0011370838802246027,extra_trees
flow_dy_norm_per_sec_auc,0.0011349779877328856,extra_trees
det_speed_accel_jerk_p10,0.0011321363569282614,extra_trees
flow_mag_max_auc,0.001131639998263431,extra_trees
conf_a_max,0.0011301714989967117,extra_trees
flow_dy_mean_per_sec_abs_max,0.0011282188402903669,extra_trees
det_vx_norm_per_sec_mean,0.0011264474856064759,extra_trees
flow_mag_accel_jerk_abs_max,0.0011152537767591913,extra_trees
conf_a_min,0.0011144090760332786,extra_trees
flow_mag_accel_peak_to_mean,0.0011132147341086744,extra_trees
det_speed_accel_std,0.0011112686686407833,extra_trees
det_speed_accel_max,0.0011079410885908765,extra_trees
flow_dy_accel_jerk_peak_to_mean,0.0011072020727318317,extra_trees
det_speed_accel_p90,0.0011055631120855294,extra_trees
flow_mag_accel_last,0.0011032402478117248,extra_trees
conf_a_energy,0.0011016197479205294,extra_trees
roi_height_p10,0.0010947971761280197,extra_trees
flow_mag_std_abs_max,0.0010942018232874941,extra_trees
flow_dy_accel_jerk_time_to_abs_peak,0.0010917217173190808,extra_trees
det_dy_median,0.0010887856620105986,extra_trees
flow_mag_mean_first,0.0010880689540034474,extra_trees
det_speed_accel_slope_first_last,0.0010832284898700999,extra_trees
flow_mag_mean_per_sec_p25,0.0010815977688656308,extra_trees
flow_dy_mean_per_sec_min,0.0010796824243523172,extra_trees
roi_area_abs_max,0.001068572803743395,extra_trees
det_speed_accel_mean,0.0010674496516512567,extra_trees
flow_mag_mid_mean,0.0010659126011798256,extra_trees
det_speed_accel_jerk_slope_first_last,0.0010658186105037609,extra_trees
det_speed_accel_jerk_max,0.0010616095882202512,extra_trees
flow_mag_accel_jerk_p10,0.001059887470787245,extra_trees
flow_dy_mean_per_sec_slope_first_last,0.0010584370741788074,extra_trees
det_dx_std,0.001056048737225067,extra_trees
det_speed_abs_mean,0.0010546184281023066,extra_trees
det_vy_accel_jerk_last,0.0010501421517734645,extra_trees
flow_mag_start_mean,0.0010478105860994022,extra_trees
flow_mag_norm_per_sec_delta,0.001046297413818596,extra_trees
flow_mag_max_p90,0.0010453439600993817,extra_trees
det_dx_abs_max,0.0010452041706770685,extra_trees
det_vy_norm_per_sec_energy,0.001041224699271052,extra_trees
flow_mag_accel_jerk_max,0.0010400328788646245,extra_trees
flow_dy_norm_per_sec_max,0.001038918069818467,extra_trees
flow_dy_norm_per_sec_abs_mean,0.0010388993107834925,extra_trees
flow_mag_norm_per_sec_p25,0.001036223003876241,extra_trees
flow_dy_accel_p25,0.001036054939816421,extra_trees
roi_aspect_p90,0.0010360071108219402,extra_trees
conf_a_abs_mean,0.001034320111283295,extra_trees
flow_dy_accel_jerk_abs_mean,0.0010340174616264932,extra_trees
flow_mag_end_minus_start,0.0010338990123860319,extra_trees
det_vy_accel_jerk_signed_auc,0.0010337450186851467,extra_trees
flow_dy_accel_jerk_last,0.0010314726008297528,extra_trees
flow_mag_mean_slope_first_last,0.0010265251301571304,extra_trees
flow_mag_std_max,0.0010259126341925526,extra_trees
flow_mag_std_energy,0.001023545600551716,extra_trees
roi_area_first,0.0010198918817686516,extra_trees
flow_mag_accel_jerk_delta,0.0010159418780242813,extra_trees
flow_dy_norm_per_sec_delta,0.0010153035890197693,extra_trees
flow_max_upward_dy,0.001014333449428626,extra_trees
det_vx_norm_per_sec_max,0.0010136855950765996,extra_trees
roi_height_abs_max,0.0010077247517487097,extra_trees
roi_width_range,0.0010064290578855764,extra_trees
