epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
60,986.632,0.01958,0.9848,1,0.92311,0.000296953,0.000296953,0.000296953
61,1002.86,0.02265,0.98142,1,0.92375,0.000289884,0.000289884,0.000289884
62,1019.39,0.01891,0.9848,1,0.92188,0.000282815,0.000282815,0.000282815
63,1035.73,0.02403,0.98142,1,0.92406,0.000275747,0.000275747,0.000275747
64,1051.88,0.01954,0.98142,1,0.9236,0.000268678,0.000268678,0.000268678
65,1068.36,0.01449,0.9848,1,0.92167,0.00026161,0.00026161,0.00026161
66,1084.7,0.01593,0.98649,1,0.92167,0.000254541,0.000254541,0.000254541
67,1101.27,0.01578,0.98311,1,0.92185,0.000247472,0.000247472,0.000247472
68,1117.49,0.02022,0.9848,1,0.92211,0.000240404,0.000240404,0.000240404
69,1134.12,0.01886,0.98142,1,0.9254,0.000233335,0.000233335,0.000233335
70,1150.44,0.02067,0.98311,1,0.92152,0.000226267,0.000226267,0.000226267
71,1166.9,0.02012,0.97973,1,0.92475,0.000219198,0.000219198,0.000219198
72,1183.13,0.01316,0.97635,1,0.92845,0.000212129,0.000212129,0.000212129
73,1199.44,0.01599,0.97804,1,0.92802,0.000205061,0.000205061,0.000205061
74,1215.71,0.01351,0.97635,1,0.9255,0.000197992,0.000197992,0.000197992
75,1232.21,0.01641,0.97973,1,0.92547,0.000190924,0.000190924,0.000190924
76,1248.6,0.01118,0.97973,1,0.92496,0.000183855,0.000183855,0.000183855
77,1265.09,0.01016,0.98142,1,0.92352,0.000176786,0.000176786,0.000176786
78,1281.77,0.0135,0.97973,1,0.92357,0.000169718,0.000169718,0.000169718
79,1297.96,0.01353,0.98311,1,0.92321,0.000162649,0.000162649,0.000162649
80,1314.4,0.01216,0.98142,1,0.92385,0.000155581,0.000155581,0.000155581
81,1330.86,0.00828,0.97973,1,0.92331,0.000148512,0.000148512,0.000148512
82,1347.22,0.00936,0.97973,1,0.92462,0.000141443,0.000141443,0.000141443
83,1363.47,0.01283,0.97973,1,0.92496,0.000134375,0.000134375,0.000134375
84,1380.3,0.00793,0.97804,1,0.92604,0.000127306,0.000127306,0.000127306
85,1396.72,0.00893,0.97973,1,0.92427,0.000120238,0.000120238,0.000120238
86,1413.31,0.00946,0.97804,1,0.92473,0.000113169,0.000113169,0.000113169
87,1429.71,0.00821,0.97804,1,0.92385,0.0001061,0.0001061,0.0001061
88,1446.39,0.00921,0.97973,1,0.92367,9.90318e-05,9.90318e-05,9.90318e-05
89,1462.91,0.01093,0.97973,1,0.9247,9.19632e-05,9.19632e-05,9.19632e-05
90,1479.25,0.00855,0.97804,1,0.92514,8.48946e-05,8.48946e-05,8.48946e-05
91,1496.59,0.00967,0.97973,1,0.92416,7.7826e-05,7.7826e-05,7.7826e-05
92,1513.03,0.011,0.97804,1,0.9248,7.07574e-05,7.07574e-05,7.07574e-05
93,1529.63,0.01276,0.97804,1,0.92552,6.36888e-05,6.36888e-05,6.36888e-05
94,1545.79,0.00892,0.97973,1,0.92653,5.66202e-05,5.66202e-05,5.66202e-05
95,1562.23,0.00693,0.97804,1,0.92465,4.95516e-05,4.95516e-05,4.95516e-05
96,1578.44,0.00798,0.97973,1,0.92419,4.2483e-05,4.2483e-05,4.2483e-05
97,1594.97,0.00869,0.97973,1,0.92552,3.54144e-05,3.54144e-05,3.54144e-05
98,1611.21,0.01023,0.97973,1,0.92432,2.83458e-05,2.83458e-05,2.83458e-05
99,1628.13,0.00699,0.97973,1,0.92424,2.12772e-05,2.12772e-05,2.12772e-05
100,1644.3,0.00856,0.97973,1,0.92391,1.42086e-05,1.42086e-05,1.42086e-05
